"first_name","last_name","amount"
"Wade","Delvalle","4.99"
"Wade","Delvalle","4.99"
"Wade","Delvalle","5.99"
"Wade","Delvalle","4.99"
"Wade","Delvalle","4.99"
"Wade","Delvalle","0.99"
"Wade","Delvalle","3.99"
"Wade","Delvalle","6.99"
"Wade","Delvalle","0.99"
"Wade","Delvalle","0.99"
"Wade","Delvalle","0.99"
"Wade","Delvalle","5.99"
"Wade","Delvalle","4.99"
"Wade","Delvalle","4.99"
"Herman","Devore","2.99"
"Herman","Devore","4.99"
"Herman","Devore","4.99"
"Herman","Devore","0.99"
"Herman","Devore","0.99"
"Herman","Devore","2.99"
"Herman","Devore","4.99"
"Herman","Devore","4.99"
"Herman","Devore","2.99"
"Herman","Devore","4.99"
"Herman","Devore","2.99"
"Herman","Devore","4.99"
"Herman","Devore","1.99"
"Herman","Devore","4.99"
"Herman","Devore","0.99"
"Herman","Devore","0.99"
"Herman","Devore","2.99"
"Herman","Devore","1.99"
"Herman","Devore","0.99"
"Herman","Devore","10.99"
"Herman","Devore","2.99"
"Herman","Devore","0.99"
"Herman","Devore","4.99"
"Herman","Devore","7.99"
"Herman","Devore","6.99"
"Herman","Devore","6.99"
"Herman","Devore","4.99"
"Herman","Devore","3.99"
"Emily","Diaz","4.99"
"Emily","Diaz","2.99"
"Emily","Diaz","7.99"
"Emily","Diaz","1.99"
"Emily","Diaz","4.99"
"Emily","Diaz","0.99"
"Emily","Diaz","8.99"
"Emily","Diaz","6.99"
"Emily","Diaz","2.99"
"Emily","Diaz","4.99"
"Emily","Diaz","0.99"
"Emily","Diaz","4.99"
"Emily","Diaz","2.99"
"Emily","Diaz","2.99"
"Emily","Diaz","2.99"
"Emily","Diaz","2.99"
"Emily","Diaz","3.99"
"Emily","Diaz","4.99"
"Emily","Diaz","4.99"
"Emily","Diaz","0.99"
"Emily","Diaz","7.99"
"Emily","Diaz","0.99"
"Emily","Diaz","0.99"
"Amber","Dixon","2.99"
"Amber","Dixon","2.99"
"Amber","Dixon","0.99"
"Amber","Dixon","7.99"
"Amber","Dixon","2.99"
"Amber","Dixon","6.99"
"Amber","Dixon","3.99"
"Amber","Dixon","5.99"
"Amber","Dixon","2.99"
"Amber","Dixon","2.99"
"Amber","Dixon","2.99"
"Amber","Dixon","2.99"
"Amber","Dixon","9.99"
"Amber","Dixon","3.99"
"Amber","Dixon","0.99"
"Amber","Dixon","0.99"
"Amber","Dixon","2.99"
"Amber","Dixon","2.99"
"Amber","Dixon","7.99"
"Amber","Dixon","6.99"
"Amber","Dixon","6.99"
"Amber","Dixon","6.99"
"Amber","Dixon","0.99"
"Amber","Dixon","0.99"
"Amber","Dixon","5.99"
"Amber","Dixon","2.99"
"Amber","Dixon","4.99"
"Marsha","Douglas","0.99"
"Marsha","Douglas","4.99"
"Marsha","Douglas","4.99"
"Marsha","Douglas","0.99"
"Marsha","Douglas","6.99"
"Marsha","Douglas","1.99"
"Marsha","Douglas","2.99"
"Marsha","Douglas","5.99"
"Marsha","Douglas","7.99"
"Marsha","Douglas","0.99"
"Marsha","Douglas","2.99"
"Marsha","Douglas","5.99"
"Marsha","Douglas","0.99"
"Marsha","Douglas","0.99"
"Marsha","Douglas","2.99"
"Marsha","Douglas","0.99"
"Marsha","Douglas","6.99"
"Marsha","Douglas","4.99"
"Marsha","Douglas","6.99"
"Marsha","Douglas","4.99"
"Marsha","Douglas","5.99"
"Marsha","Douglas","5.99"
"Marsha","Douglas","4.99"
"Marsha","Douglas","2.99"
"Marsha","Douglas","1.99"
"Marsha","Douglas","2.99"
"Marsha","Douglas","5.99"
"Marsha","Douglas","3.99"
"Marsha","Douglas","2.99"
"Marsha","Douglas","4.99"
"Marsha","Douglas","4.99"
"Marsha","Douglas","6.99"
"Marsha","Douglas","4.99"
"Marsha","Douglas","4.99"
"Sean","Douglass","6.99"
"Sean","Douglass","2.99"
"Sean","Douglass","2.99"
"Sean","Douglass","4.99"
"Sean","Douglass","4.99"
"Sean","Douglass","0.99"
"Sean","Douglass","2.99"
"Sean","Douglass","6.99"
"Sean","Douglass","6.99"
"Sean","Douglass","0.99"
"Sean","Douglass","4.99"
"Sean","Douglass","7.99"
"Sean","Douglass","5.99"
"Sean","Douglass","0.99"
"Sean","Douglass","5.99"
"Sean","Douglass","2.99"
"Sean","Douglass","0.99"
"Sean","Douglass","2.99"
"Sean","Douglass","2.99"
"Sean","Douglass","1.99"
"Sean","Douglass","0.99"
"Sean","Douglass","9.99"
"Sean","Douglass","0.99"
"Lloyd","Dowd","5.99"
"Lloyd","Dowd","0.99"
"Lloyd","Dowd","2.99"
"Lloyd","Dowd","2.99"
"Lloyd","Dowd","0.99"
"Lloyd","Dowd","2.99"
"Lloyd","Dowd","2.99"
"Lloyd","Dowd","4.99"
"Lloyd","Dowd","4.99"
"Lloyd","Dowd","4.99"
"Lloyd","Dowd","2.99"
"Lloyd","Dowd","2.99"
"Lloyd","Dowd","0.99"
"Lloyd","Dowd","3.99"
"Lloyd","Dowd","5.99"
"Lloyd","Dowd","7.99"
"Lloyd","Dowd","1.99"
"Lloyd","Dowd","3.99"
"Lloyd","Dowd","0.99"
"Freddie","Duggan","0.99"
"Freddie","Duggan","4.99"
"Freddie","Duggan","1.99"
"Freddie","Duggan","5.99"
"Freddie","Duggan","4.99"
"Freddie","Duggan","2.99"
"Freddie","Duggan","2.99"
"Freddie","Duggan","5.99"
"Freddie","Duggan","4.99"
"Freddie","Duggan","0.99"
"Freddie","Duggan","2.99"
"Freddie","Duggan","6.99"
"Freddie","Duggan","2.99"
"Freddie","Duggan","4.99"
"Freddie","Duggan","0.99"
"Freddie","Duggan","4.99"
"Freddie","Duggan","2.99"
"Freddie","Duggan","2.99"
"Freddie","Duggan","4.99"
"Freddie","Duggan","4.99"
"Freddie","Duggan","4.99"
"Freddie","Duggan","0.99"
"Freddie","Duggan","4.99"
"Samantha","Duncan","2.99"
"Samantha","Duncan","2.99"
"Samantha","Duncan","4.99"
"Samantha","Duncan","0.99"
"Samantha","Duncan","2.99"
"Samantha","Duncan","4.99"
"Samantha","Duncan","2.99"
"Samantha","Duncan","0.99"
"Samantha","Duncan","0.99"
"Samantha","Duncan","5.99"
"Samantha","Duncan","6.99"
"Samantha","Duncan","4.99"
"Samantha","Duncan","0.99"
"Samantha","Duncan","0.99"
"Samantha","Duncan","2.99"
"Samantha","Duncan","0.99"
"Samantha","Duncan","0.99"
"Samantha","Duncan","9.99"
"Samantha","Duncan","2.99"
"Samantha","Duncan","3.99"
"Samantha","Duncan","1.99"
"Samantha","Duncan","0.99"
"Samantha","Duncan","1.99"
"Erin","Dunn","4.99"
"Erin","Dunn","2.99"
"Erin","Dunn","2.99"
"Erin","Dunn","2.99"
"Erin","Dunn","0.99"
"Erin","Dunn","4.99"
"Erin","Dunn","5.99"
"Erin","Dunn","2.99"
"Erin","Dunn","2.99"
"Erin","Dunn","7.99"
"Erin","Dunn","2.99"
"Erin","Dunn","7.99"
"Erin","Dunn","6.99"
"Erin","Dunn","4.99"
"Erin","Dunn","2.99"
"Erin","Dunn","2.99"
"Erin","Dunn","4.99"
"Erin","Dunn","3.99"
"Erin","Dunn","0.99"
"Erin","Dunn","5.99"
"Erin","Dunn","6.99"
"Erin","Dunn","1.99"
"Erin","Dunn","0.99"
"Erin","Dunn","4.99"
"Erin","Dunn","0.99"
"Erin","Dunn","2.99"
"Erin","Dunn","2.99"
"Jeff","East","2.99"
"Jeff","East","2.99"
"Jeff","East","2.99"
"Jeff","East","5.99"
"Jeff","East","0.99"
"Jeff","East","2.99"
"Jeff","East","2.99"
"Jeff","East","3.99"
"Jeff","East","1.99"
"Jeff","East","4.99"
"Jeff","East","2.99"
"Jeff","East","0.99"
"Jeff","East","0.99"
"Jeff","East","2.99"
"Jeff","East","0.99"
"Jeff","East","0.99"
"Jeff","East","4.99"
"Jeff","East","2.99"
"Jeff","East","4.99"
"Jeff","East","5.99"
"Jeff","East","0.99"
"Jeff","East","7.99"
"Jeff","East","2.99"
"Jeff","East","0.99"
"Jeff","East","4.99"
"Jeff","East","4.99"
"Jeff","East","5.99"
"Jeff","East","0.99"
"Jeff","East","10.99"
"Jeff","East","4.99"
"Ben","Easter","5.99"
"Ben","Easter","0.99"
"Ben","Easter","0.99"
"Ben","Easter","8.99"
"Ben","Easter","0.99"
"Ben","Easter","0.99"
"Ben","Easter","8.99"
"Ben","Easter","5.99"
"Ben","Easter","7.99"
"Ben","Easter","4.99"
"Ben","Easter","0.99"
"Ben","Easter","2.99"
"Ben","Easter","4.99"
"Ben","Easter","2.99"
"Ben","Easter","4.99"
"Ben","Easter","4.99"
"Ben","Easter","1.99"
"Ben","Easter","2.99"
"Ben","Easter","8.99"
"Ben","Easter","9.99"
"Ben","Easter","3.99"
"Ben","Easter","4.99"
"Ben","Easter","0.99"
"Leo","Ebert","7.99"
"Leo","Ebert","8.99"
"Leo","Ebert","3.99"
"Leo","Ebert","4.99"
"Leo","Ebert","2.99"
"Leo","Ebert","4.99"
"Leo","Ebert","0.99"
"Leo","Ebert","4.99"
"Leo","Ebert","7.99"
"Leo","Ebert","2.99"
"Leo","Ebert","5.99"
"Leo","Ebert","4.99"
"Leo","Ebert","2.99"
"Leo","Ebert","4.99"
"Leo","Ebert","7.99"
"Leo","Ebert","0.99"
"Leo","Ebert","4.99"
"Leo","Ebert","6.99"
"Leo","Ebert","2.99"
"Leo","Ebert","0.99"
"Leo","Ebert","3.99"
"Leo","Ebert","2.99"
"Joyce","Edwards","0.99"
"Joyce","Edwards","9.99"
"Joyce","Edwards","0.99"
"Joyce","Edwards","6.99"
"Joyce","Edwards","4.99"
"Joyce","Edwards","0.99"
"Joyce","Edwards","2.99"
"Joyce","Edwards","2.99"
"Joyce","Edwards","5.99"
"Joyce","Edwards","6.99"
"Joyce","Edwards","2.99"
"Joyce","Edwards","4.99"
"Joyce","Edwards","0.99"
"Joyce","Edwards","2.99"
"Joyce","Edwards","4.99"
"Joyce","Edwards","6.99"
"Joyce","Edwards","7.99"
"Joyce","Edwards","4.99"
"Joyce","Edwards","4.99"
"Joyce","Edwards","8.99"
"Joyce","Edwards","10.99"
"Joyce","Edwards","0.99"
"Joyce","Edwards","4.99"
"Joyce","Edwards","4.99"
"Jimmie","Eggleston","4.99"
"Jimmie","Eggleston","1.99"
"Jimmie","Eggleston","4.99"
"Jimmie","Eggleston","4.99"
"Jimmie","Eggleston","10.99"
"Jimmie","Eggleston","0.99"
"Jimmie","Eggleston","0.99"
"Jimmie","Eggleston","5.99"
"Jimmie","Eggleston","6.99"
"Jimmie","Eggleston","1.99"
"Jimmie","Eggleston","5.99"
"Jimmie","Eggleston","7.99"
"Jimmie","Eggleston","5.99"
"Jimmie","Eggleston","9.99"
"Jimmie","Eggleston","0.99"
"Jimmie","Eggleston","3.99"
"Jimmie","Eggleston","5.99"
"Jimmie","Eggleston","2.99"
"Jimmie","Eggleston","6.99"
"Jimmie","Eggleston","3.99"
"Jimmie","Eggleston","7.99"
"Jimmie","Eggleston","9.99"
"Jimmie","Eggleston","4.99"
"Jimmie","Eggleston","0.99"
"Jimmie","Eggleston","0.99"
"Jimmie","Eggleston","2.99"
"Jimmie","Eggleston","4.99"
"Jimmie","Eggleston","2.99"
"Melvin","Ellington","0.99"
"Melvin","Ellington","4.99"
"Melvin","Ellington","2.99"
"Melvin","Ellington","5.99"
"Melvin","Ellington","6.99"
"Melvin","Ellington","6.99"
"Melvin","Ellington","2.99"
"Melvin","Ellington","4.99"
"Melvin","Ellington","9.99"
"Melvin","Ellington","1.99"
"Melvin","Ellington","1.99"
"Melvin","Ellington","0.99"
"Melvin","Ellington","4.99"
"Melvin","Ellington","4.99"
"Melvin","Ellington","3.99"
"Melvin","Ellington","2.99"
"Melvin","Ellington","2.99"
"Melvin","Ellington","4.99"
"Melvin","Ellington","2.99"
"Melvin","Ellington","0.99"
"Melvin","Ellington","1.99"
"Melvin","Ellington","0.99"
"Melvin","Ellington","4.99"
"Melvin","Ellington","4.99"
"Melvin","Ellington","2.99"
"Katie","Elliott","4.99"
"Katie","Elliott","6.99"
"Katie","Elliott","6.99"
"Katie","Elliott","4.99"
"Katie","Elliott","2.99"
"Katie","Elliott","8.99"
"Katie","Elliott","2.99"
"Katie","Elliott","0.99"
"Katie","Elliott","4.99"
"Katie","Elliott","2.99"
"Katie","Elliott","0.99"
"Katie","Elliott","2.99"
"Katie","Elliott","4.99"
"Katie","Elliott","4.99"
"Katie","Elliott","6.99"
"Katie","Elliott","5.99"
"Katie","Elliott","6.99"
"Katie","Elliott","2.99"
"Katie","Elliott","4.99"
"Katie","Elliott","4.99"
"Katie","Elliott","2.99"
"Katie","Elliott","4.99"
"Katie","Elliott","2.99"
"Grace","Ellis","2.99"
"Grace","Ellis","7.99"
"Grace","Ellis","2.99"
"Grace","Ellis","5.99"
"Grace","Ellis","4.99"
"Grace","Ellis","0.99"
"Grace","Ellis","6.99"
"Grace","Ellis","6.99"
"Grace","Ellis","5.99"
"Grace","Ellis","4.99"
"Grace","Ellis","0.99"
"Grace","Ellis","2.99"
"Grace","Ellis","3.99"
"Grace","Ellis","0.99"
"Grace","Ellis","4.99"
"Grace","Ellis","2.99"
"Grace","Ellis","0.99"
"Grace","Ellis","0.99"
"Grace","Ellis","4.99"
"Grace","Ellis","2.99"
"Grace","Ellis","2.99"
"Grace","Ellis","4.99"
"Grace","Ellis","2.99"
"Grace","Ellis","2.99"
"Grace","Ellis","2.99"
"Grace","Ellis","5.99"
"Grace","Ellis","4.99"
"Grace","Ellis","10.99"
"Grace","Ellis","4.99"
"Grace","Ellis","4.99"
"Javier","Elrod","4.99"
"Javier","Elrod","4.99"
"Javier","Elrod","5.99"
"Javier","Elrod","3.99"
"Javier","Elrod","8.99"
"Javier","Elrod","7.99"
"Javier","Elrod","2.99"
"Javier","Elrod","0.99"
"Javier","Elrod","4.99"
"Javier","Elrod","0.99"
"Javier","Elrod","1.99"
"Javier","Elrod","4.99"
"Javier","Elrod","0.99"
"Javier","Elrod","4.99"
"Javier","Elrod","5.99"
"Javier","Elrod","6.99"
"Javier","Elrod","0.99"
"Javier","Elrod","4.99"
"Javier","Elrod","6.99"
"Javier","Elrod","2.99"
"Javier","Elrod","6.99"
"Javier","Elrod","0.99"
"Javier","Elrod","8.99"
"Javier","Elrod","2.99"
"Javier","Elrod","2.99"
"Javier","Elrod","4.99"
"Javier","Elrod","0.99"
"Javier","Elrod","4.99"
"Jared","Ely","1.99"
"Jared","Ely","4.99"
"Jared","Ely","2.99"
"Jared","Ely","2.99"
"Jared","Ely","4.99"
"Jared","Ely","2.99"
"Jared","Ely","2.99"
"Jared","Ely","1.99"
"Jared","Ely","6.99"
"Jared","Ely","5.99"
"Jared","Ely","4.99"
"Jared","Ely","4.99"
"Jared","Ely","6.99"
"Jared","Ely","4.99"
"Jared","Ely","8.99"
"Jared","Ely","4.99"
"Jared","Ely","6.99"
"Kurt","Emmons","8.99"
"Kurt","Emmons","2.99"
"Kurt","Emmons","4.99"
"Kurt","Emmons","5.99"
"Kurt","Emmons","0.99"
"Kurt","Emmons","0.99"
"Kurt","Emmons","2.99"
"Kurt","Emmons","2.99"
"Kurt","Emmons","9.99"
"Kurt","Emmons","4.99"
"Kurt","Emmons","4.99"
"Kurt","Emmons","4.99"
"Kurt","Emmons","4.99"
"Kurt","Emmons","4.99"
"Kurt","Emmons","0.99"
"Kurt","Emmons","4.99"
"Kurt","Emmons","3.99"
"Kurt","Emmons","4.99"
"Kurt","Emmons","3.99"
"Kurt","Emmons","2.99"
"Travis","Estep","3.99"
"Travis","Estep","0.99"
"Travis","Estep","7.99"
"Travis","Estep","6.99"
"Travis","Estep","0.99"
"Travis","Estep","0.99"
"Travis","Estep","4.99"
"Travis","Estep","4.99"
"Travis","Estep","1.99"
"Travis","Estep","4.99"
"Travis","Estep","6.99"
"Travis","Estep","2.99"
"Travis","Estep","2.99"
"Travis","Estep","0.99"
"Travis","Estep","4.99"
"Travis","Estep","2.99"
"Travis","Estep","9.99"
"Travis","Estep","6.99"
"Travis","Estep","4.99"
"Travis","Estep","2.99"
"Travis","Estep","2.99"
"Travis","Estep","2.99"
"Ann","Evans","9.99"
"Ann","Evans","0.99"
"Ann","Evans","2.99"
"Ann","Evans","1.99"
"Ann","Evans","2.99"
"Ann","Evans","3.99"
"Ann","Evans","4.99"
"Ann","Evans","2.99"
"Ann","Evans","6.99"
"Ann","Evans","3.99"
"Ann","Evans","2.99"
"Ann","Evans","6.99"
"Ann","Evans","7.99"
"Ann","Evans","7.99"
"John","Farnsworth","4.99"
"John","Farnsworth","2.99"
"John","Farnsworth","5.99"
"John","Farnsworth","3.99"
"John","Farnsworth","0.99"
"John","Farnsworth","6.99"
"John","Farnsworth","5.99"
"John","Farnsworth","7.99"
"John","Farnsworth","9.99"
"John","Farnsworth","2.99"
"John","Farnsworth","5.99"
"John","Farnsworth","0.99"
"John","Farnsworth","0.99"
"John","Farnsworth","2.99"
"John","Farnsworth","10.99"
"John","Farnsworth","4.99"
"John","Farnsworth","5.99"
"John","Farnsworth","4.99"
"John","Farnsworth","4.99"
"John","Farnsworth","6.99"
"John","Farnsworth","6.99"
"John","Farnsworth","3.99"
"John","Farnsworth","0.99"
"John","Farnsworth","2.99"
"John","Farnsworth","0.99"
"John","Farnsworth","4.99"
"Alexander","Fennell","4.99"
"Alexander","Fennell","0.99"
"Alexander","Fennell","4.99"
"Alexander","Fennell","2.99"
"Alexander","Fennell","2.99"
"Alexander","Fennell","6.99"
"Alexander","Fennell","1.99"
"Alexander","Fennell","2.99"
"Alexander","Fennell","6.99"
"Alexander","Fennell","5.99"
"Alexander","Fennell","2.99"
"Alexander","Fennell","2.99"
"Alexander","Fennell","5.99"
"Alexander","Fennell","3.99"
"Alexander","Fennell","4.99"
"Alexander","Fennell","5.99"
"Alexander","Fennell","9.99"
"Alexander","Fennell","4.99"
"Alexander","Fennell","4.99"
"Alexander","Fennell","1.99"
"Alexander","Fennell","0.99"
"Alexander","Fennell","5.99"
"Alexander","Fennell","2.99"
"Alexander","Fennell","4.99"
"Alexander","Fennell","5.99"
"Alexander","Fennell","2.99"
"Alexander","Fennell","2.99"
"Alexander","Fennell","2.99"
"Alexander","Fennell","2.99"
"Alexander","Fennell","2.99"
"Alexander","Fennell","2.99"
"Alexander","Fennell","0.99"
"Alexander","Fennell","6.99"
"Bertha","Ferguson","9.99"
"Bertha","Ferguson","0.99"
"Bertha","Ferguson","4.99"
"Bertha","Ferguson","0.99"
"Bertha","Ferguson","6.99"
"Bertha","Ferguson","2.99"
"Bertha","Ferguson","5.99"
"Bertha","Ferguson","0.99"
"Bertha","Ferguson","2.99"
"Bertha","Ferguson","2.99"
"Bertha","Ferguson","1.99"
"Bertha","Ferguson","4.99"
"Bertha","Ferguson","0.99"
"Bertha","Ferguson","6.99"
"Bertha","Ferguson","2.99"
"Bertha","Ferguson","4.99"
"Bertha","Ferguson","2.99"
"Bertha","Ferguson","0.99"
"Bertha","Ferguson","6.99"
"Bertha","Ferguson","2.99"
"Bertha","Ferguson","4.99"
"Bertha","Ferguson","6.99"
"Bertha","Ferguson","0.99"
"Melinda","Fernandez","5.99"
"Melinda","Fernandez","4.99"
"Melinda","Fernandez","4.99"
"Melinda","Fernandez","5.99"
"Melinda","Fernandez","0.99"
"Melinda","Fernandez","4.99"
"Melinda","Fernandez","7.99"
"Melinda","Fernandez","5.99"
"Melinda","Fernandez","2.99"
"Melinda","Fernandez","5.99"
"Melinda","Fernandez","0.99"
"Melinda","Fernandez","4.99"
"Melinda","Fernandez","2.99"
"Melinda","Fernandez","5.99"
"Melinda","Fernandez","3.99"
"Melinda","Fernandez","7.99"
"Vicki","Fields","1.99"
"Vicki","Fields","3.99"
"Vicki","Fields","6.99"
"Vicki","Fields","4.99"
"Vicki","Fields","7.99"
"Vicki","Fields","5.99"
"Vicki","Fields","3.99"
"Vicki","Fields","0.99"
"Vicki","Fields","0.99"
"Vicki","Fields","4.99"
"Vicki","Fields","9.99"
"Vicki","Fields","3.99"
"Vicki","Fields","2.99"
"Vicki","Fields","2.99"
"Vicki","Fields","2.99"
"Vicki","Fields","2.99"
"Vicki","Fields","5.99"
"Vicki","Fields","4.99"
"Vicki","Fields","6.99"
"Vicki","Fields","0.99"
"Vicki","Fields","2.99"
"Vicki","Fields","0.99"
"Cindy","Fisher","4.99"
"Cindy","Fisher","2.99"
"Cindy","Fisher","2.99"
"Cindy","Fisher","0.99"
"Cindy","Fisher","8.99"
"Cindy","Fisher","6.99"
"Cindy","Fisher","0.99"
"Cindy","Fisher","1.99"
"Cindy","Fisher","7.99"
"Cindy","Fisher","5.99"
"Cindy","Fisher","5.99"
"Cindy","Fisher","3.99"
"Cindy","Fisher","2.99"
"Cindy","Fisher","1.99"
"Cindy","Fisher","2.99"
"Cindy","Fisher","5.99"
"Cindy","Fisher","2.99"
"Cindy","Fisher","2.99"
"Cindy","Fisher","2.99"
"Cindy","Fisher","4.99"
"Cindy","Fisher","5.99"
"Cindy","Fisher","0.99"
"Cindy","Fisher","0.99"
"Cindy","Fisher","5.99"
"Cindy","Fisher","2.99"
"Cindy","Fisher","6.99"
"Cindy","Fisher","4.99"
"Myrtle","Fleming","2.99"
"Myrtle","Fleming","0.99"
"Myrtle","Fleming","8.99"
"Myrtle","Fleming","1.99"
"Myrtle","Fleming","4.99"
"Myrtle","Fleming","5.99"
"Myrtle","Fleming","6.99"
"Myrtle","Fleming","0.99"
"Myrtle","Fleming","5.99"
"Myrtle","Fleming","3.99"
"Myrtle","Fleming","4.99"
"Myrtle","Fleming","6.99"
"Myrtle","Fleming","2.99"
"Myrtle","Fleming","6.99"
"Myrtle","Fleming","2.99"
"Myrtle","Fleming","5.99"
"Myrtle","Fleming","0.99"
"Myrtle","Fleming","5.99"
"Myrtle","Fleming","0.99"
"Myrtle","Fleming","9.99"
"Myrtle","Fleming","4.99"
"Myrtle","Fleming","2.99"
"Myrtle","Fleming","4.99"
"Myrtle","Fleming","4.99"
"Mae","Fletcher","1.99"
"Mae","Fletcher","2.99"
"Mae","Fletcher","6.99"
"Mae","Fletcher","2.99"
"Mae","Fletcher","5.99"
"Mae","Fletcher","4.99"
"Mae","Fletcher","6.99"
"Mae","Fletcher","4.99"
"Mae","Fletcher","8.99"
"Mae","Fletcher","7.99"
"Mae","Fletcher","5.99"
"Mae","Fletcher","3.99"
"Mae","Fletcher","0.99"
"Mae","Fletcher","4.99"
"Mae","Fletcher","6.99"
"Mae","Fletcher","3.99"
"Mae","Fletcher","9.99"
"Mae","Fletcher","4.99"
"Mae","Fletcher","4.99"
"Mae","Fletcher","2.99"
"Mae","Fletcher","2.99"
"Julia","Flores","8.99"
"Julia","Flores","7.99"
"Julia","Flores","4.99"
"Julia","Flores","0.99"
"Julia","Flores","7.99"
"Julia","Flores","4.99"
"Julia","Flores","3.99"
"Julia","Flores","3.99"
"Julia","Flores","2.99"
"Julia","Flores","2.99"
"Julia","Flores","2.99"
"Julia","Flores","2.99"
"Julia","Flores","4.99"
"Julia","Flores","0.99"
"Julia","Flores","8.99"
"Julia","Flores","7.99"
"Julia","Flores","2.99"
"Julia","Flores","2.99"
"Julia","Flores","2.99"
"Julia","Flores","7.99"
"Julia","Flores","4.99"
"Julia","Flores","4.99"
"Julia","Flores","2.99"
"Julia","Flores","2.99"
"Julia","Flores","0.99"
"Julia","Flores","2.99"
"Julia","Flores","2.99"
"Julia","Flores","0.99"
"Julia","Flores","4.99"
"Crystal","Ford","2.99"
"Crystal","Ford","8.99"
"Crystal","Ford","1.99"
"Crystal","Ford","4.99"
"Crystal","Ford","4.99"
"Crystal","Ford","4.99"
"Crystal","Ford","9.99"
"Crystal","Ford","1.99"
"Crystal","Ford","3.99"
"Crystal","Ford","1.99"
"Crystal","Ford","1.99"
"Crystal","Ford","4.99"
"Crystal","Ford","6.99"
"Crystal","Ford","3.99"
"Crystal","Ford","6.99"
"Crystal","Ford","5.99"
"Crystal","Ford","4.99"
"Crystal","Ford","5.99"
"Crystal","Ford","2.99"
"Crystal","Ford","5.99"
"Crystal","Ford","0.99"
"Crystal","Ford","0.99"
"Crystal","Ford","6.99"
"Crystal","Ford","0.99"
"Crystal","Ford","5.99"
"Crystal","Ford","3.99"
"Crystal","Ford","2.99"
"Crystal","Ford","0.99"
"Crystal","Ford","2.99"
"Crystal","Ford","4.99"
"Micheal","Forman","1.99"
"Micheal","Forman","0.99"
"Micheal","Forman","9.99"
"Micheal","Forman","7.99"
"Micheal","Forman","4.99"
"Micheal","Forman","3.99"
"Micheal","Forman","0.99"
"Micheal","Forman","6.99"
"Micheal","Forman","2.99"
"Micheal","Forman","6.99"
"Micheal","Forman","4.99"
"Micheal","Forman","3.99"
"Micheal","Forman","6.99"
"Micheal","Forman","2.99"
"Micheal","Forman","0.99"
"Micheal","Forman","0.99"
"Micheal","Forman","2.99"
"Micheal","Forman","0.99"
"Micheal","Forman","2.99"
"Micheal","Forman","4.99"
"Micheal","Forman","8.99"
"Micheal","Forman","0.99"
"Micheal","Forman","4.99"
"Micheal","Forman","0.99"
"Enrique","Forsythe","1.99"
"Enrique","Forsythe","1.99"
"Enrique","Forsythe","4.99"
"Enrique","Forsythe","2.99"
"Enrique","Forsythe","0.99"
"Enrique","Forsythe","4.99"
"Enrique","Forsythe","3.99"
"Enrique","Forsythe","0.99"
"Enrique","Forsythe","4.99"
"Enrique","Forsythe","4.99"
"Enrique","Forsythe","4.99"
"Enrique","Forsythe","3.99"
"Enrique","Forsythe","0.99"
"Enrique","Forsythe","0.99"
"Enrique","Forsythe","6.99"
"Enrique","Forsythe","3.99"
"Enrique","Forsythe","2.99"
"Enrique","Forsythe","0.99"
"Enrique","Forsythe","4.99"
"Enrique","Forsythe","4.99"
"Enrique","Forsythe","3.99"
"Enrique","Forsythe","0.99"
"Raul","Fortier","2.99"
"Raul","Fortier","4.99"
"Raul","Fortier","5.99"
"Raul","Fortier","6.99"
"Raul","Fortier","4.99"
"Raul","Fortier","4.99"
"Raul","Fortier","5.99"
"Raul","Fortier","2.99"
"Raul","Fortier","1.99"
"Raul","Fortier","4.99"
"Raul","Fortier","2.99"
"Raul","Fortier","2.99"
"Raul","Fortier","5.99"
"Raul","Fortier","6.99"
"Raul","Fortier","8.99"
"Raul","Fortier","5.99"
"Raul","Fortier","0.99"
"Raul","Fortier","4.99"
"Howard","Fortner","3.99"
"Howard","Fortner","1.99"
"Howard","Fortner","0.99"
"Howard","Fortner","2.99"
"Howard","Fortner","4.99"
"Howard","Fortner","3.99"
"Howard","Fortner","2.99"
"Howard","Fortner","1.99"
"Howard","Fortner","4.99"
"Howard","Fortner","2.99"
"Howard","Fortner","0.99"
"Howard","Fortner","0.99"
"Howard","Fortner","0.99"
"Howard","Fortner","7.99"
"Howard","Fortner","2.99"
"Howard","Fortner","0.99"
"Howard","Fortner","0.99"
"Howard","Fortner","0.99"
"Howard","Fortner","7.99"
"Howard","Fortner","1.99"
"Howard","Fortner","10.99"
"Howard","Fortner","4.99"
"Howard","Fortner","3.99"
"Howard","Fortner","0.99"
"Howard","Fortner","4.99"
"Howard","Fortner","8.99"
"Phyllis","Foster","4.99"
"Phyllis","Foster","0.99"
"Phyllis","Foster","5.99"
"Phyllis","Foster","4.99"
"Phyllis","Foster","2.99"
"Phyllis","Foster","2.99"
"Phyllis","Foster","8.99"
"Phyllis","Foster","4.99"
"Phyllis","Foster","0.99"
"Phyllis","Foster","4.99"
"Phyllis","Foster","5.99"
"Phyllis","Foster","2.99"
"Phyllis","Foster","0.99"
"Phyllis","Foster","1.99"
"Phyllis","Foster","2.99"
"Phyllis","Foster","4.99"
"Phyllis","Foster","4.99"
"Phyllis","Foster","4.99"
"Phyllis","Foster","2.99"
"Phyllis","Foster","0.99"
